entity_type,sku,category,warehouse,week,stockout_probability,risk_band,evidence
SKU-Warehouse,SKU-00109,Packaged Foods,Herrerafurt Distribution Center,2025-12-22,0.597,High,"Demand increased 83% (1189 -> 2176 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 2 to 8 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 3 in the same comparison window."
SKU-Warehouse,SKU-00109,Packaged Foods,Port Keith Distribution Center,2025-12-22,0.293,Medium,"Demand decreased 36% (732 -> 466 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00109,Packaged Foods,Ramirezstad Distribution Center,2025-12-22,0.313,Medium,"Demand increased 13% (900 -> 1014 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 11.0 to 5.2 days of supply.; Late deliveries for this product-warehouse rose from 1 to 3 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00109,Packaged Foods,New Jessica Distribution Center,2025-12-22,0.307,Medium,"Demand decreased 20% (1492 -> 1195 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 8.8 to 0.0 days of supply.; Late deliveries for this product-warehouse rose from 2 to 3 orders over the last 4 weeks."
SKU-Warehouse,SKU-00109,Packaged Foods,South Noah Distribution Center,2025-12-22,0.282,Medium,"Demand increased 17% (1141 -> 1336 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 4 to 6 orders over the last 4 weeks."
SKU-Warehouse,SKU-00110,Automotive Parts,Lake Debra Distribution Center,2025-12-22,0.207,Low,"Demand decreased 15% (122 -> 104 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 0 to 1 orders over the last 4 weeks."
SKU-Warehouse,SKU-00110,Automotive Parts,Robinsonshire Distribution Center,2025-12-22,0.41,Medium,"Demand decreased 14% (164 -> 141 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 1.4 to 5.4 days of supply."
SKU-Warehouse,SKU-00110,Automotive Parts,Lisatown Distribution Center,2025-12-22,0.157,Low,"Demand decreased 19% (172 -> 140 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 0 to 1 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00110,Automotive Parts,Cassandraton Distribution Center,2025-12-22,0.219,Low,"Demand decreased 34% (280 -> 186 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00110,Automotive Parts,Jacquelineland Distribution Center,2025-12-22,0.215,Low,"Demand increased 20% (162 -> 194 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 10.2 to 8.0 days of supply."
SKU-Warehouse,SKU-00110,Automotive Parts,South Noah Distribution Center,2025-12-22,0.393,Medium,"Demand decreased 24% (135 -> 102 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00111,Home & Kitchen,New Roberttown Distribution Center,2025-12-22,0.278,Medium,"Demand increased 40% (746 -> 1041 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 8.3 to 11.8 days of supply.; Late deliveries for this product-warehouse rose from 0 to 1 orders over the last 4 weeks."
SKU-Warehouse,SKU-00111,Home & Kitchen,Lisatown Distribution Center,2025-12-22,0.283,Medium,Late deliveries for this product-warehouse rose from 1 to 2 orders over the last 4 weeks.
SKU-Warehouse,SKU-00111,Home & Kitchen,Lake Roberto Distribution Center,2025-12-22,0.236,Low,Inventory coverage declined from 9.1 to 6.6 days of supply.; Late deliveries for this product-warehouse rose from 0 to 2 orders over the last 4 weeks.
SKU-Warehouse,SKU-00111,Home & Kitchen,North Noahstad Distribution Center,2025-12-22,0.373,Medium,"Demand decreased 26% (2400 -> 1783 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 12.0 to 9.1 days of supply."
SKU-Warehouse,SKU-00111,Home & Kitchen,New Kellystad Distribution Center,2025-12-22,0.402,Medium,"Demand decreased 88% (10393 -> 1256 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00111,Home & Kitchen,Port Keith Distribution Center,2025-12-22,0.213,Low,"Demand increased 22% (946 -> 1149 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 7.7 to 5.8 days of supply.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00111,Home & Kitchen,Ramirezstad Distribution Center,2025-12-22,0.376,Medium,"Demand decreased 15% (1770 -> 1505 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 11.0 to 9.8 days of supply.; Late deliveries for this product-warehouse rose from 0 to 1 orders over the last 4 weeks."
SKU-Warehouse,SKU-00111,Home & Kitchen,Jacquelineland Distribution Center,2025-12-22,0.311,Medium,"Demand increased 70% (1037 -> 1763 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 0 to 1 orders over the last 4 weeks."
SKU-Warehouse,SKU-00111,Home & Kitchen,New Jessica Distribution Center,2025-12-22,0.456,Medium,"Demand increased 14% (2024 -> 2306 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 1.0 to 3.6 days of supply."
SKU-Warehouse,SKU-00111,Home & Kitchen,South Noah Distribution Center,2025-12-22,0.351,Medium,"Demand decreased 20% (2027 -> 1617 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 0.7 to 2.3 days of supply."
SKU-Warehouse,SKU-00111,Home & Kitchen,Lake Mark Distribution Center,2025-12-22,0.579,High,"Demand increased 36% (2159 -> 2936 units/week, trailing 4wk vs prior 4wk).; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00112,Apparel,New Roberttown Distribution Center,2025-12-22,0.14,Low,"Demand decreased 28% (642 -> 460 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00112,Apparel,Ericmouth Distribution Center,2025-12-22,0.354,Medium,"Demand decreased 38% (2508 -> 1552 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00112,Apparel,Herrerafurt Distribution Center,2025-12-22,0.529,High,"Demand decreased 53% (2658 -> 1254 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00112,Apparel,New Kellystad Distribution Center,2025-12-22,0.217,Low,"No material week-over-week deviation found in demand, inventory coverage, or delivery reliability for this product-warehouse in the most recent comparison window."
SKU-Warehouse,SKU-00112,Apparel,Port Keith Distribution Center,2025-12-22,0.24,Low,Inventory coverage declined from 10.0 to 8.1 days of supply.
SKU-Warehouse,SKU-00112,Apparel,Port Jesseville Distribution Center,2025-12-22,0.439,Medium,Late deliveries for this product-warehouse rose from 2 to 4 orders over the last 4 weeks.; Stockout-flagged orders increased from 2 to 3 in the same comparison window.
SKU-Warehouse,SKU-00112,Apparel,West Michael Distribution Center,2025-12-22,0.396,Medium,"Demand increased 23% (816 -> 1001 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 8.0 to 6.9 days of supply.; Late deliveries for this product-warehouse rose from 0 to 2 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00112,Apparel,Jacquelineland Distribution Center,2025-12-22,0.557,High,"Demand decreased 14% (1384 -> 1194 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00112,Apparel,Lake Mark Distribution Center,2025-12-22,0.474,Medium,"Demand increased 133% (903 -> 2102 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 12.1 to 7.7 days of supply.; Late deliveries for this product-warehouse rose from 0 to 3 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 3 in the same comparison window."
SKU-Warehouse,SKU-00113,Packaged Foods,East Jill Distribution Center,2025-12-22,0.418,Medium,"Demand decreased 31% (1128 -> 778 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 8.6 to 6.5 days of supply."
SKU-Warehouse,SKU-00113,Packaged Foods,East Jessetown Distribution Center,2025-12-22,0.335,Medium,Inventory coverage declined from 11.5 to 8.6 days of supply.; Late deliveries for this product-warehouse rose from 2 to 4 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window.
SKU-Warehouse,SKU-00113,Packaged Foods,Robinsonshire Distribution Center,2025-12-22,0.309,Medium,"Demand decreased 15% (537 -> 459 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 5.5 to 2.1 days of supply.; Late deliveries for this product-warehouse rose from 1 to 2 orders over the last 4 weeks."
SKU-Warehouse,SKU-00113,Packaged Foods,North Noahstad Distribution Center,2025-12-22,0.384,Medium,"Demand decreased 31% (1289 -> 885 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 6.4 to 0.0 days of supply."
SKU-Warehouse,SKU-00113,Packaged Foods,Port Keith Distribution Center,2025-12-22,0.45,Medium,Inventory coverage declined from 10.5 to 1.6 days of supply.
SKU-Warehouse,SKU-00114,Packaged Foods,East Jill Distribution Center,2025-12-22,0.517,High,"No material week-over-week deviation found in demand, inventory coverage, or delivery reliability for this product-warehouse in the most recent comparison window."
SKU-Warehouse,SKU-00114,Packaged Foods,North Noahstad Distribution Center,2025-12-22,0.154,Low,"Demand increased 13% (656 -> 743 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 3.5 to 9.7 days of supply."
SKU-Warehouse,SKU-00114,Packaged Foods,New Kellystad Distribution Center,2025-12-22,0.315,Medium,"Demand decreased 25% (392 -> 292 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00114,Packaged Foods,Lake Chad Distribution Center,2025-12-22,0.241,Low,"Demand increased 26% (529 -> 667 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 6.4 to 0.0 days of supply.; Late deliveries for this product-warehouse rose from 1 to 3 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00114,Packaged Foods,Ramirezstad Distribution Center,2025-12-22,0.39,Medium,Inventory coverage declined from 9.4 to 3.8 days of supply.; Late deliveries for this product-warehouse rose from 2 to 3 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 2 in the same comparison window.
SKU-Warehouse,SKU-00114,Packaged Foods,Jacquelineland Distribution Center,2025-12-22,0.264,Medium,"Demand increased 56% (378 -> 590 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 0 to 2 orders over the last 4 weeks."
SKU-Warehouse,SKU-00114,Packaged Foods,South Noah Distribution Center,2025-12-22,0.149,Low,Late deliveries for this product-warehouse rose from 0 to 3 orders over the last 4 weeks.
SKU-Warehouse,SKU-00115,Office Supplies,North Judithbury Distribution Center,2025-12-22,0.333,Medium,"Demand decreased 16% (1328 -> 1119 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00115,Office Supplies,Lake Roberto Distribution Center,2025-12-22,0.333,Medium,Inventory coverage improved from 3.4 to 6.8 days of supply.
SKU-Warehouse,SKU-00115,Office Supplies,North Noahstad Distribution Center,2025-12-22,0.609,High,Inventory coverage declined from 10.0 to 7.5 days of supply.
SKU-Warehouse,SKU-00115,Office Supplies,Lake Chad Distribution Center,2025-12-22,0.344,Medium,"Demand decreased 17% (1542 -> 1274 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00115,Office Supplies,Lake Mark Distribution Center,2025-12-22,0.206,Low,"Demand decreased 48% (2321 -> 1214 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 15.5 to 0.0 days of supply.; Late deliveries for this product-warehouse rose from 1 to 3 orders over the last 4 weeks.; Stockout-flagged orders increased from 1 to 3 in the same comparison window."
SKU-Warehouse,SKU-00116,Apparel,New Roberttown Distribution Center,2025-12-22,0.458,Medium,Late deliveries for this product-warehouse rose from 1 to 2 orders over the last 4 weeks.
SKU-Warehouse,SKU-00116,Apparel,Cassandraton Distribution Center,2025-12-22,0.391,Medium,"Demand decreased 37% (1377 -> 862 units/week, trailing 4wk vs prior 4wk).; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00116,Apparel,New Kellystad Distribution Center,2025-12-22,0.207,Low,"Demand decreased 43% (789 -> 446 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00116,Apparel,Lake Chad Distribution Center,2025-12-22,0.557,High,"Demand increased 13% (804 -> 909 units/week, trailing 4wk vs prior 4wk).; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00116,Apparel,Port Keith Distribution Center,2025-12-22,0.506,High,"No material week-over-week deviation found in demand, inventory coverage, or delivery reliability for this product-warehouse in the most recent comparison window."
SKU-Warehouse,SKU-00116,Apparel,Ramirezstad Distribution Center,2025-12-22,0.631,High,"Demand increased 27% (849 -> 1075 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 15.3 to 11.5 days of supply.; Late deliveries for this product-warehouse rose from 2 to 4 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00116,Apparel,West Michael Distribution Center,2025-12-22,0.576,High,"Demand increased 64% (611 -> 1000 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 1 to 2 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00116,Apparel,New Jessica Distribution Center,2025-12-22,0.74,High,"Demand increased 18% (1120 -> 1318 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 1 to 5 orders over the last 4 weeks.; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00117,Home & Kitchen,New Roberttown Distribution Center,2025-12-22,0.087,Low,"Demand increased 35% (205 -> 277 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 0 to 1 orders over the last 4 weeks."
SKU-Warehouse,SKU-00117,Home & Kitchen,Lake Roberto Distribution Center,2025-12-22,0.173,Low,"Demand increased 42% (223 -> 318 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00117,Home & Kitchen,Lake Chad Distribution Center,2025-12-22,0.13,Low,"Demand decreased 23% (468 -> 359 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 9.5 to 8.5 days of supply."
SKU-Warehouse,SKU-00117,Home & Kitchen,Port Jesseville Distribution Center,2025-12-22,0.181,Low,"Demand increased 29% (274 -> 352 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00117,Home & Kitchen,West Michael Distribution Center,2025-12-22,0.058,Low,"Demand increased 39% (309 -> 429 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 3.0 to 11.3 days of supply."
SKU-Warehouse,SKU-00117,Home & Kitchen,Lake Mark Distribution Center,2025-12-22,0.189,Low,"Demand decreased 23% (502 -> 384 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00118,Office Supplies,North Judithbury Distribution Center,2025-12-22,0.448,Medium,"Demand decreased 47% (931 -> 490 units/week, trailing 4wk vs prior 4wk)."
SKU-Warehouse,SKU-00118,Office Supplies,Lake Debra Distribution Center,2025-12-22,0.338,Medium,"Demand decreased 49% (274 -> 141 units/week, trailing 4wk vs prior 4wk).; Late deliveries for this product-warehouse rose from 1 to 2 orders over the last 4 weeks."
SKU-Warehouse,SKU-00118,Office Supplies,Robinsonshire Distribution Center,2025-12-22,0.373,Medium,"Demand increased 18% (276 -> 326 units/week, trailing 4wk vs prior 4wk).; Stockout-flagged orders increased from 0 to 1 in the same comparison window."
SKU-Warehouse,SKU-00118,Office Supplies,Port Keith Distribution Center,2025-12-22,0.395,Medium,"Demand decreased 16% (276 -> 233 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 16.7 to 11.3 days of supply.; Late deliveries for this product-warehouse rose from 0 to 3 orders over the last 4 weeks."
SKU-Warehouse,SKU-00118,Office Supplies,Ramirezstad Distribution Center,2025-12-22,0.347,Medium,"Demand decreased 45% (700 -> 383 units/week, trailing 4wk vs prior 4wk).; Inventory coverage declined from 10.0 to 5.8 days of supply."
SKU-Warehouse,SKU-00118,Office Supplies,Jacquelineland Distribution Center,2025-12-22,0.369,Medium,"Demand increased 45% (382 -> 552 units/week, trailing 4wk vs prior 4wk).; Inventory coverage improved from 4.3 to 4.8 days of supply."
